productUrl,pdfUrl,filename
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/network-racks/indoor-racks/pl-1204u-rk","https://www.plexonics.com/images/DATASHEETS/2021September/Passive1/PL-1204U-RK_4U-Rev13e.pdf","PL-1204U-RK_4U-Rev13e.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/network-racks/indoor-racks/pl-1206u-rk","https://www.plexonics.com/images/DATASHEETS/2021September/Passive1/PL-1206U-RK_6U-Rev13e.pdf","PL-1206U-RK_6U-Rev13e.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/network-racks/indoor-racks/pl-1212u-rk","https://www.plexonics.com/images/DATASHEETS/2021September/RACK1/PL-1212U-RK_12U-Rev13e.pdf","PL-1212U-RK_12U-Rev13e.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/network-racks/indoor-racks/pl-1209u-rk","https://www.plexonics.com/images/DATASHEETS/2021September/Passive1/PL-1209UW-RK_9U-Rev13e.pdf","PL-1209UW-RK_9U-Rev13e.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/network-racks/indoor-racks/pl-1224us-rk","https://www.plexonics.com/images/DATASHEETS/2021September/Passive1/PL-1224US-RK_24U-Rev13e.pdf","PL-1224US-RK_24U-Rev13e.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/network-racks/indoor-racks/pl-1242us-rk","https://www.plexonics.com/images/DATASHEETS/2021September/Passive1/PL-1242US-RK_42U-Rev13e.pdf","PL-1242US-RK_42U-Rev13e.pdf"
"https://www.plexonics.com/index.php/products/enterprise-networking/network-infrastructure/network-racks/outdoor-racks","https://www.plexonics.com/images/DATASHEETS/2021September/RACK1/Plexonics_IP55_Outdoor_Rack-Rev12e.pdf","Plexonics_IP55_Outdoor_Rack-Rev12e.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/indoor-dome-cameras/pl-7574rvp","https://www.plexonics.com/images/DATASHEETS/PL-7574RVP-maxview-iobc-datasheet.pdf","PL-7574RVP-maxview-iobc-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-dome-cameras/pl-7274rp","https://www.plexonics.com/images/DATASHEETS/Camera/PL-7274RP-Rev16f.pdf","PL-7274RP-Rev16f.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-dome-cameras/pl-7274rp-2","https://www.plexonics.com/images/DATASHEETS/2022/PL-7274ERPL-Rev17f.pdf","PL-7274ERPL-Rev17f.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-dome-cameras/pl-7474erp","https://www.plexonics.com/images/DATASHEETS/Camera/PL-7474ERP-Rev12f.pdf","PL-7474ERP-Rev12f.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-dome-cameras/pl-7274rvp","https://www.plexonics.com/images/DATASHEETS/PL-7274RVP-datasheet.pdf","PL-7274RVP-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-dome-cameras/pl-7274rvp-2","https://www.plexonics.com/images/DATASHEETS/2023/PL-7274RVPS-_Rev16f___2_.pdf","PL-7274RVPS-_Rev16f___2_.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-dome-cameras/pl-7574rvp","https://www.plexonics.com/images/DATASHEETS/PL-7574RVP-maxview-iobc-datasheet.pdf","PL-7574RVP-maxview-iobc-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-dome-cameras/pl-7574ervp","https://www.plexonics.com/images/DATASHEETS/PL-7574ERVP-datasheet.pdf","PL-7574ERVP-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-dome-cameras/pl-7474ervp","https://www.plexonics.com/images/DATASHEETS/2023/Camera/PL-7474ERVP-Rev14f1.pdf","PL-7474ERVP-Rev14f1.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-bullet-cameras/pl-7273rp","https://www.plexonics.com/images/DATASHEETS/Camera/PL-7273RP-Rev16f.pdf","PL-7273RP-Rev16f.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-bullet-cameras/pl-7373rpl","https://www.plexonics.com/images/DATASHEETS/PL-7373RPL-datasheet.pdf","PL-7373RPL-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-bullet-cameras/pl-7273rvp","https://www.plexonics.com/images/DATASHEETS/PL-7273RVP-datasheet.pdf","PL-7273RVP-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-bullet-cameras/pl-7273rvpl","https://www.plexonics.com/images/DATASHEETS/PL-7273RVPL-datasheet.pdf","PL-7273RVPL-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-bullet-cameras/pl-7273rvp-b","https://www.plexonics.com/images/DATASHEETS/PL-7273RVP-B-datasheet.pdf","PL-7273RVP-B-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-bullet-cameras/pl-7573ervp","https://www.plexonics.com/images/DATASHEETS/2023/Camera/PL-7573ERVP-Rev15f1.pdf","PL-7573ERVP-Rev15f1.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-bullet-cameras/pl-7473ervp","https://www.plexonics.com/images/DATASHEETS/Camera/PL-7473ERVP-Rev12f.pdf","PL-7473ERVP-Rev12f.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-bullet-cameras/pl-7573rpl","https://www.plexonics.com/images/DATASHEETS/Camera/PL-7573RPL-Rev16f.pdf","PL-7573RPL-Rev16f.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-ptz-cameras/pl-7275hh-33","https://www.plexonics.com/images/DATASHEETS/2023/PL-7275HH-33-_Rev15f___2_.pdf","PL-7275HH-33-_Rev15f___2_.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/outdoor-ptz-cameras/pl-7275hs-a44","https://www.plexonics.com/images/DATASHEETS/PL-7275HS-A44-Datasheet.pdf","PL-7275HS-A44-Datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/network-video-recorder/pl-7204envr","https://www.plexonics.com/images/DATASHEETS/PL-7204ENVR-datasheet.pdf","PL-7204ENVR-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/network-video-recorder/pl-7208envr","https://www.plexonics.com/images/DATASHEETS/NVR/PL-7208ENVR-Rev14f.pdf","PL-7208ENVR-Rev14f.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/network-video-recorder/pl-7416envr","https://www.plexonics.com/images/DATASHEETS/2023/PL-7416ENVR-_Rev19__4_8_Sata.pdf","PL-7416ENVR-_Rev19__4_8_Sata.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/network-video-recorder/pl-7964envr","https://www.plexonics.com/images/DATASHEETS/2023/PL-7964ENVR-_Rev15f_.pdf","PL-7964ENVR-_Rev15f_.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxview-series/network-video-recorder/pl-6208d-nsr-r","https://www.plexonics.com/images/DATASHEETS/PL-6208D-NSR-R NVR-datasheet.pdf","PL-6208D-NSR-R NVR-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxobile-series/body-worn-cameras/pl-737wg2","https://www.plexonics.com/images/DATASHEETS/2021September/BWC/PL-737WG2-Rev11.pdf","PL-737WG2-Rev11.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxobile-series/body-worn-cameras/pl-737wg8","https://www.plexonics.com/images/DATASHEETS/2021/PL-737WG8-1-2.pdf","PL-737WG8-1-2.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxobile-series/medical-equipment/thermal-ip-camera/pl-7473ept","https://www.plexonics.com/images/DATASHEETS/PL-7473EPT-me-tipc-datasheet.pdf","PL-7473EPT-me-tipc-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxobile-series/medical-equipment/thermal-ip-camera/pl-7473rpt","https://www.plexonics.com/images/DATASHEETS/PL-7473RPT-me-tipc-datasheet.pdf","PL-7473RPT-me-tipc-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxobile-series/medical-equipment/thermal-ip-camera/pl-7573ept","https://www.plexonics.com/images/DATASHEETS/PL-7573EPT-me-tipc-datasheet.pdf","PL-7573EPT-me-tipc-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxobile-series/medical-equipment/thermal-ip-camera/pl-7473pt","https://www.plexonics.com/images/DATASHEETS/PL-7473PT-me-tipc-datasheet.pdf","PL-7473PT-me-tipc-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxobile-series/medical-equipment/infrared-thermometer/ky-111","https://www.plexonics.com/images/DATASHEETS/KY-111-me-it-datasheet.pdf","KY-111-me-it-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxobile-series/medical-equipment/infrared-thermometer/l-99","https://www.plexonics.com/images/DATASHEETS/L-99-me-it-datasheet.pdf","L-99-me-it-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxobile-series/medical-equipment/thermal-handheld-camera/pl-7102hlt","https://www.plexonics.com/images/DATASHEETS/PL-7102HLT-me-thc-datasheet.pdf","PL-7102HLT-me-thc-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxvalue-series/outdoor-dome-cameras/pl-7374rp","https://www.plexonics.com/images/DATASHEETS/PL-7374RP-datasheet.pdf","PL-7374RP-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxvalue-series/outdoor-dome-cameras/pl-7274rvpl","https://www.plexonics.com/images/DATASHEETS/PL-7274RVPL-datasheet.pdf","PL-7274RVPL-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxvalue-series/outdoor-dome-cameras/pl-7874ervp","https://www.plexonics.com/images/DATASHEETS/Camera/PL-7874ERVP-Rev15f.pdf","PL-7874ERVP-Rev15f.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxvalue-series/outdoor-ptz-cameras/pl-7275hpl-20-r2","https://www.plexonics.com/images/DATASHEETS/PL-7275HPL-20-R2-datasheet.pdf","PL-7275HPL-20-R2-datasheet.pdf"
"https://www.plexonics.com/index.php/products/enterprise-surveillance/maxvalue-series/outdoor-ptz-cameras/pl-7275hpl-20","https://www.plexonics.com/images/DATASHEETS/Camera/PL-7275HPL-20-Rev15f.pdf","PL-7275HPL-20-Rev15f.pdf"
